coin,buy_price,buy_date,sell_price,sell_date,last_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
KEY/USDT,0.005527,2024-07-22 08:44:00,0.01,2024-07-22 11:22:17,0.005535,2024-07-22 08:00:00,2.23,2.08,Profit Reached,1,2024-07-22 11:22:17
COTI/USDT,0.10493,2024-07-22 08:44:33,0.1,2024-07-23 08:00:07,0.10511,2024-07-22 08:00:00,-4.52,-4.68,Candles Exceeded,7,2024-07-23 08:00:07
PEOPLE/USDT,0.08383,2024-07-22 12:04:26,0.08,2024-07-23 12:00:22,0.08412,2024-07-22 12:00:00,-5.77,-6.1,Candles Exceeded,7,2024-07-23 12:00:22
BLUR/USDT,0.2108,2024-07-22 12:06:06,0.21,2024-07-23 12:00:22,0.2114,2024-07-22 12:00:00,-2.28,-2.55,Candles Exceeded,7,2024-07-23 12:00:22
KEY/USDT,0.005678,2024-07-22 12:08:50,0.01,2024-07-23 12:00:22,0.005681,2024-07-22 12:00:00,-6.85,-6.9,Candles Exceeded,7,2024-07-23 12:00:22
REN/USDT,0.05095,2024-07-22 12:08:57,0.05,2024-07-23 12:00:22,0.05099,2024-07-22 12:00:00,-0.29,-0.37,Candles Exceeded,7,2024-07-23 12:00:22
AR/USDT,32.46,2024-07-22 12:11:40,31.05,2024-07-23 12:00:22,32.6,2024-07-22 12:00:00,-4.34,-4.75,Candles Exceeded,7,2024-07-23 12:00:22
REZ/USDT,0.072,2024-07-22 12:15:30,0.07,2024-07-23 08:44:26,0.0721,2024-07-22 12:00:00,2.92,2.77,Profit Reached,6,2024-07-23 08:44:26
IO/USDT,2.943,2024-07-22 12:15:35,2.75,2024-07-23 12:00:22,2.955,2024-07-22 12:00:00,-6.59,-6.97,Candles Exceeded,7,2024-07-23 12:00:22
AUCTION/USDT,15.96,2024-07-22 13:30:40,16.4,2024-07-23 00:07:49,16.04,2024-07-22 12:00:00,2.76,2.24,Profit Reached,4,2024-07-23 00:07:49
STMX/USDT,0.005475,2024-07-22 13:44:46,0.01,2024-07-22 20:12:16,0.005486,2024-07-22 12:00:00,2.23,2.02,Profit Reached,3,2024-07-22 20:12:16
FET/USDT,1.393,2024-07-22 16:01:32,1.31,2024-07-23 16:00:04,1.394,2024-07-22 16:00:00,-5.81,-5.88,Candles Exceeded,7,2024-07-23 16:00:04
CVC/USDT,0.1063,2024-07-22 16:01:59,0.1,2024-07-23 16:00:04,0.1064,2024-07-22 16:00:00,-3.86,-3.95,Candles Exceeded,7,2024-07-23 16:00:04
STX/USDT,1.861,2024-07-22 16:02:05,1.78,2024-07-23 16:00:04,1.863,2024-07-22 16:00:00,-4.3,-4.4,Candles Exceeded,7,2024-07-23 16:00:04
ARPA/USDT,0.04357,2024-07-22 16:02:08,0.04,2024-07-23 16:00:04,0.04361,2024-07-22 16:00:00,-3.01,-3.1,Candles Exceeded,7,2024-07-23 16:00:04
TROY/USDT,0.001766,2024-07-22 16:02:13,0.0,2024-07-23 16:00:04,0.001772,2024-07-22 16:00:00,-7.3,-7.62,Candles Exceeded,7,2024-07-23 16:00:04
SAND/USDT,0.3357,2024-07-22 16:03:03,0.33,2024-07-23 16:00:04,0.336,2024-07-22 16:00:00,-2.68,-2.77,Candles Exceeded,7,2024-07-23 16:00:04
RSR/USDT,0.005702,2024-07-22 16:03:09,0.01,2024-07-23 16:00:04,0.005711,2024-07-22 16:00:00,-3.68,-3.83,Candles Exceeded,7,2024-07-23 16:00:04
FIO/USDT,0.0241,2024-07-22 16:03:19,0.02,2024-07-23 16:00:04,0.02414,2024-07-22 16:00:00,-3.15,-3.31,Candles Exceeded,7,2024-07-23 16:00:04
CELO/USDT,0.5841,2024-07-22 16:04:02,0.6,2024-07-22 19:47:00,0.5857,2024-07-22 16:00:00,2.35,2.07,Profit Reached,1,2024-07-22 19:47:00
BADGER/USDT,3.298,2024-07-22 16:04:17,3.21,2024-07-23 16:00:04,3.301,2024-07-22 16:00:00,-2.58,-2.67,Candles Exceeded,7,2024-07-23 16:00:04
DEGO/USDT,1.61,2024-07-22 16:04:22,1.59,2024-07-23 16:00:04,1.615,2024-07-22 16:00:00,-1.18,-1.49,Candles Exceeded,7,2024-07-23 16:00:04
PERP/USDT,0.6762,2024-07-22 16:04:26,0.67,2024-07-23 16:00:04,0.6786,2024-07-22 16:00:00,-1.05,-1.4,Candles Exceeded,7,2024-07-23 16:00:04
SHIB/USDT,1.761e-05,2024-07-22 16:04:41,0.0,2024-07-23 16:00:04,1.765e-05,2024-07-22 16:00:00,-2.33,-2.55,Candles Exceeded,7,2024-07-23 16:00:04
GTC/USDT,0.882,2024-07-22 16:04:50,0.87,2024-07-23 16:00:04,0.884,2024-07-22 16:00:00,-1.25,-1.47,Candles Exceeded,7,2024-07-23 16:00:04
AGLD/USDT,0.982,2024-07-22 16:05:37,0.95,2024-07-23 16:00:04,0.983,2024-07-22 16:00:00,-3.05,-3.15,Candles Exceeded,7,2024-07-23 16:00:04
JASMY/USDT,0.02904,2024-07-22 16:05:59,0.03,2024-07-23 16:00:04,0.02908,2024-07-22 16:00:00,-3.93,-4.06,Candles Exceeded,7,2024-07-23 16:00:04
PYR/USDT,3.445,2024-07-22 16:06:02,3.35,2024-07-23 16:00:04,3.454,2024-07-22 16:00:00,-2.64,-2.9,Candles Exceeded,7,2024-07-23 16:00:04
VOXEL/USDT,0.172,2024-07-22 16:06:11,0.16,2024-07-23 16:00:04,0.1728,2024-07-22 16:00:00,-5.81,-6.25,Candles Exceeded,7,2024-07-23 16:00:04
HIGH/USDT,1.837,2024-07-22 16:06:12,1.71,2024-07-23 16:00:04,1.84,2024-07-22 16:00:00,-7.13,-7.28,Candles Exceeded,7,2024-07-23 16:00:04
IMX/USDT,1.579,2024-07-22 16:06:21,1.57,2024-07-23 16:00:04,1.58,2024-07-22 16:00:00,-0.82,-0.89,Candles Exceeded,7,2024-07-23 16:00:04
LOKA/USDT,0.1983,2024-07-22 16:06:24,0.19,2024-07-23 16:00:04,0.1984,2024-07-22 16:00:00,-2.77,-2.82,Candles Exceeded,7,2024-07-23 16:00:04
WOO/USDT,0.2052,2024-07-22 16:06:33,0.21,2024-07-22 19:10:17,0.2057,2024-07-22 16:00:00,2.49,2.24,Profit Reached,1,2024-07-22 19:10:17
PEPE/USDT,1.213e-05,2024-07-22 16:07:30,0.0,2024-07-23 16:00:04,1.215e-05,2024-07-22 16:00:00,-1.07,-1.23,Candles Exceeded,7,2024-07-23 16:00:04
PENDLE/USDT,4.157,2024-07-22 16:07:35,4.25,2024-07-23 01:14:00,4.158,2024-07-22 16:00:00,2.33,2.31,Profit Reached,3,2024-07-23 01:14:00
ENA/USDT,0.451,2024-07-22 16:08:26,0.43,2024-07-23 16:00:04,0.452,2024-07-22 16:00:00,-3.77,-3.98,Candles Exceeded,7,2024-07-23 16:00:04
BLZ/USDT,0.1833,2024-07-22 16:19:39,0.18,2024-07-23 16:00:04,0.1839,2024-07-22 16:00:00,-4.09,-4.4,Candles Exceeded,7,2024-07-23 16:00:04
EPX/USDT,0.0001251,2024-07-22 16:23:08,0.0,2024-07-23 16:00:04,0.0001252,2024-07-22 16:00:00,-3.44,-3.51,Candles Exceeded,7,2024-07-23 16:00:04
MAGIC/USDT,0.5269,2024-07-22 16:23:23,0.54,2024-07-23 01:17:40,0.5276,2024-07-22 16:00:00,2.16,2.03,Profit Reached,3,2024-07-23 01:17:40
XAI/USDT,0.3623,2024-07-22 16:24:24,0.37,2024-07-23 01:12:30,0.3625,2024-07-22 16:00:00,2.35,2.29,Profit Reached,3,2024-07-23 01:12:30
HOT/USDT,0.00183,2024-07-22 16:26:27,0.0,2024-07-23 16:00:04,0.001836,2024-07-22 16:00:00,-2.51,-2.83,Candles Exceeded,7,2024-07-23 16:00:04
STORJ/USDT,0.4061,2024-07-22 16:27:44,0.39,2024-07-23 16:00:04,0.4063,2024-07-22 16:00:00,-2.88,-2.93,Candles Exceeded,7,2024-07-23 16:00:04
GMT/USDT,0.1553,2024-07-22 16:31:04,0.15,2024-07-23 16:00:04,0.1554,2024-07-22 16:00:00,-2.58,-2.64,Candles Exceeded,7,2024-07-23 16:00:04
OMNI/USDT,13.05,2024-07-22 16:32:51,12.73,2024-07-23 16:00:04,13.07,2024-07-22 16:00:00,-2.45,-2.6,Candles Exceeded,7,2024-07-23 16:00:04
YGG/USDT,0.5142,2024-07-22 16:38:05,0.49,2024-07-23 16:00:04,0.5154,2024-07-22 16:00:00,-3.73,-3.96,Candles Exceeded,7,2024-07-23 16:00:04
ALT/USDT,0.149,2024-07-22 16:56:18,0.15,2024-07-23 08:51:29,0.1492,2024-07-22 16:00:00,2.21,2.08,Profit Reached,5,2024-07-23 08:51:29
CYBER/USDT,4.591,2024-07-22 17:03:50,4.41,2024-07-23 16:00:04,4.597,2024-07-22 16:00:00,-3.9,-4.02,Candles Exceeded,7,2024-07-23 16:00:04
TNSR/USDT,0.536,2024-07-22 17:04:34,0.5,2024-07-23 16:00:04,0.5361,2024-07-22 16:00:00,-5.9,-5.91,Candles Exceeded,7,2024-07-23 16:00:04
BEL/USDT,0.5594,2024-07-22 20:01:13,0.57,2024-07-23 01:22:01,0.5597,2024-07-22 20:00:00,2.15,2.09,Profit Reached,2,2024-07-23 01:22:01
FIL/USDT,4.703,2024-07-22 20:01:28,4.42,2024-07-23 20:00:44,4.709,2024-07-22 20:00:00,-5.91,-6.03,Candles Exceeded,7,2024-07-23 20:00:44
OG/USDT,3.314,2024-07-22 20:01:50,3.13,2024-07-23 20:00:44,3.315,2024-07-22 20:00:00,-5.52,-5.55,Candles Exceeded,7,2024-07-23 20:00:44
DODO/USDT,0.126,2024-07-22 20:02:04,0.12,2024-07-23 20:00:44,0.1261,2024-07-22 20:00:00,-6.83,-6.9,Candles Exceeded,7,2024-07-23 20:00:44
LPT/USDT,16.229,2024-07-22 20:02:32,15.33,2024-07-23 20:00:44,16.285,2024-07-22 20:00:00,-5.53,-5.85,Candles Exceeded,7,2024-07-23 20:00:44
ERN/USDT,2.421,2024-07-22 20:02:37,2.28,2024-07-23 20:00:44,2.423,2024-07-22 20:00:00,-5.95,-6.03,Candles Exceeded,7,2024-07-23 20:00:44
DYDX/USDT,1.444,2024-07-22 20:03:06,1.3,2024-07-23 20:00:44,1.447,2024-07-22 20:00:00,-10.04,-10.23,Candles Exceeded,7,2024-07-23 20:00:44
FIDA/USDT,0.29,2024-07-22 20:03:17,0.27,2024-07-23 20:00:44,0.2908,2024-07-22 20:00:00,-5.69,-5.95,Candles Exceeded,7,2024-07-23 20:00:44
KP3R/USDT,57.86,2024-07-22 20:03:35,55.91,2024-07-23 20:00:44,57.92,2024-07-22 20:00:00,-3.37,-3.47,Candles Exceeded,7,2024-07-23 20:00:44
FXS/USDT,2.493,2024-07-22 20:03:49,2.31,2024-07-23 20:00:44,2.497,2024-07-22 20:00:00,-7.42,-7.57,Candles Exceeded,7,2024-07-23 20:00:44
ID/USDT,0.4699,2024-07-22 20:04:48,0.48,2024-07-23 00:17:46,0.47,2024-07-22 20:00:00,2.75,2.72,Profit Reached,2,2024-07-23 00:17:46
NFP/USDT,0.3058,2024-07-22 20:05:29,0.29,2024-07-23 20:00:44,0.3063,2024-07-22 20:00:00,-6.7,-6.86,Candles Exceeded,7,2024-07-23 20:00:44
BB/USDT,0.458,2024-07-22 20:05:54,0.4,2024-07-23 20:00:44,0.4595,2024-07-22 20:00:00,-11.75,-12.03,Candles Exceeded,7,2024-07-23 20:00:44
NOT/USDT,0.01534,2024-07-22 20:05:55,0.01,2024-07-23 20:00:44,0.01537,2024-07-22 20:00:00,-9.32,-9.5,Candles Exceeded,7,2024-07-23 20:00:44
LINK/USDT,14.17,2024-07-22 20:07:26,13.9,2024-07-23 20:00:44,14.2,2024-07-22 20:00:00,-1.91,-2.11,Candles Exceeded,7,2024-07-23 20:00:44
RLC/USDT,1.969,2024-07-22 20:08:05,1.83,2024-07-23 20:00:44,1.981,2024-07-22 20:00:00,-7.21,-7.77,Candles Exceeded,7,2024-07-23 20:00:44
RUNE/USDT,4.763,2024-07-22 20:09:06,4.64,2024-07-23 20:00:44,4.771,2024-07-22 20:00:00,-2.5,-2.66,Candles Exceeded,7,2024-07-23 20:00:44
AXS/USDT,6.224,2024-07-22 20:09:28,5.99,2024-07-23 20:00:44,6.236,2024-07-22 20:00:00,-3.84,-4.03,Candles Exceeded,7,2024-07-23 20:00:44
RIF/USDT,0.0887,2024-07-22 20:09:47,0.08,2024-07-23 20:00:44,0.0888,2024-07-22 20:00:00,-5.64,-5.74,Candles Exceeded,7,2024-07-23 20:00:44
LIT/USDT,0.783,2024-07-22 20:09:53,0.71,2024-07-23 20:00:44,0.784,2024-07-22 20:00:00,-9.58,-9.69,Candles Exceeded,7,2024-07-23 20:00:44
SUPER/USDT,0.6841,2024-07-22 20:10:06,0.67,2024-07-23 20:00:44,0.6853,2024-07-22 20:00:00,-2.49,-2.66,Candles Exceeded,7,2024-07-23 20:00:44
UFT/USDT,0.2721,2024-07-22 20:19:58,0.26,2024-07-23 20:00:44,0.2727,2024-07-22 20:00:00,-3.71,-3.92,Candles Exceeded,7,2024-07-23 20:00:44
AI/USDT,0.606,2024-07-22 20:20:38,0.56,2024-07-23 20:00:44,0.608,2024-07-22 20:00:00,-7.92,-8.22,Candles Exceeded,7,2024-07-23 20:00:44
NEAR/USDT,6.031,2024-07-23 00:00:14,5.76,2024-07-24 00:00:23,6.034,2024-07-23 00:00:00,-4.43,-4.47,Candles Exceeded,7,2024-07-24 00:00:23
CELO/USDT,0.5859,2024-07-23 00:00:38,0.57,2024-07-24 00:00:23,0.5862,2024-07-23 00:00:00,-2.2,-2.25,Candles Exceeded,7,2024-07-24 00:00:23
LINA/USDT,0.005782,2024-07-23 00:00:53,0.01,2024-07-23 08:51:29,0.005784,2024-07-23 00:00:00,2.06,2.02,Profit Reached,3,2024-07-23 08:51:29
CFX/USDT,0.1665,2024-07-23 00:00:55,0.17,2024-07-23 02:37:27,0.1666,2024-07-23 00:00:00,2.1,2.04,Profit Reached,1,2024-07-23 02:37:27
MASK/USDT,2.405,2024-07-23 00:01:09,2.33,2024-07-24 00:00:23,2.406,2024-07-23 00:00:00,-3.28,-3.33,Candles Exceeded,7,2024-07-24 00:00:23
XEC/USDT,3.514e-05,2024-07-23 00:01:41,0.0,2024-07-24 00:00:23,3.519e-05,2024-07-23 00:00:00,-3.61,-3.75,Candles Exceeded,7,2024-07-24 00:00:23
BICO/USDT,0.3241,2024-07-23 00:02:19,0.33,2024-07-23 00:49:56,0.3243,2024-07-23 00:00:00,2.25,2.19,Profit Reached,1,2024-07-23 00:49:56
OOKI/USDT,0.001653,2024-07-23 00:02:23,0.0,2024-07-24 00:00:23,0.001656,2024-07-23 00:00:00,-6.17,-6.34,Candles Exceeded,7,2024-07-24 00:00:23
API3/USDT,1.96,2024-07-23 00:02:31,1.85,2024-07-24 00:00:23,1.961,2024-07-23 00:00:00,-5.56,-5.61,Candles Exceeded,7,2024-07-24 00:00:23
WOO/USDT,0.207,2024-07-23 00:02:37,0.21,2024-07-23 08:33:29,0.2075,2024-07-23 00:00:00,2.27,2.02,Profit Reached,3,2024-07-23 08:33:29
ASTR/USDT,0.076,2024-07-23 00:02:41,0.07,2024-07-24 00:00:23,0.0761,2024-07-23 00:00:00,-3.68,-3.81,Candles Exceeded,7,2024-07-24 00:00:23
APE/USDT,0.806,2024-07-23 00:02:44,0.83,2024-07-23 01:15:29,0.809,2024-07-23 00:00:00,2.48,2.1,Profit Reached,1,2024-07-23 01:15:29
LEVER/USDT,0.002282,2024-07-23 00:02:54,0.0,2024-07-23 01:12:30,0.002285,2024-07-23 00:00:00,2.19,2.06,Profit Reached,1,2024-07-23 01:12:30
LUNC/USDT,8.821e-05,2024-07-23 00:02:56,0.0,2024-07-23 01:24:49,8.837e-05,2024-07-23 00:00:00,2.23,2.05,Profit Reached,1,2024-07-23 01:24:49
BONK/USDT,2.998e-05,2024-07-23 00:03:56,0.0,2024-07-24 00:00:23,3e-05,2024-07-23 00:00:00,-5.9,-5.97,Candles Exceeded,7,2024-07-24 00:00:23
JUP/USDT,1.0074,2024-07-23 00:04:00,0.95,2024-07-24 00:00:23,1.0081,2024-07-23 00:00:00,-5.53,-5.59,Candles Exceeded,7,2024-07-24 00:00:23
W/USDT,0.3207,2024-07-23 00:04:15,0.33,2024-07-23 01:22:01,0.3212,2024-07-23 00:00:00,2.18,2.02,Profit Reached,1,2024-07-23 01:22:01
NEO/USDT,11.49,2024-07-23 00:05:27,11.38,2024-07-24 00:00:23,11.5,2024-07-23 00:00:00,-0.96,-1.04,Candles Exceeded,7,2024-07-24 00:00:23
IOTA/USDT,0.1728,2024-07-23 00:05:37,0.17,2024-07-24 00:00:23,0.1729,2024-07-23 00:00:00,-1.97,-2.02,Candles Exceeded,7,2024-07-24 00:00:23
ONT/USDT,0.2055,2024-07-23 00:05:39,0.21,2024-07-23 02:06:44,0.2065,2024-07-23 00:00:00,2.53,2.03,Profit Reached,1,2024-07-23 02:06:44
MANA/USDT,0.3433,2024-07-23 00:07:05,0.35,2024-07-23 01:18:23,0.3437,2024-07-23 00:00:00,2.16,2.04,Profit Reached,1,2024-07-23 01:18:23
KSM/USDT,21.99,2024-07-23 00:07:23,21.12,2024-07-24 00:00:23,22.0,2024-07-23 00:00:00,-3.96,-4.0,Candles Exceeded,7,2024-07-24 00:00:23
HBAR/USDT,0.0705,2024-07-23 00:13:21,0.07,2024-07-24 00:00:23,0.0707,2024-07-23 00:00:00,-3.4,-3.68,Candles Exceeded,7,2024-07-24 00:00:23
WRX/USDT,0.1264,2024-07-23 00:13:34,0.12,2024-07-24 00:00:23,0.1265,2024-07-23 00:00:00,-2.61,-2.69,Candles Exceeded,7,2024-07-24 00:00:23
REI/USDT,0.05246,2024-07-23 00:17:00,0.05,2024-07-23 01:32:28,0.05251,2024-07-23 00:00:00,2.12,2.02,Profit Reached,1,2024-07-23 01:32:28
WAN/USDT,0.1963,2024-07-23 00:20:15,0.2,2024-07-23 02:01:17,0.1965,2024-07-23 00:00:00,2.14,2.04,Profit Reached,1,2024-07-23 02:01:17
DOT/USDT,6.095,2024-07-23 00:21:13,5.91,2024-07-24 00:00:23,6.096,2024-07-23 00:00:00,-3.05,-3.07,Candles Exceeded,7,2024-07-24 00:00:23
XVG/USDT,0.004458,2024-07-23 00:22:25,0.0,2024-07-24 00:00:23,0.004462,2024-07-23 00:00:00,-4.93,-5.02,Candles Exceeded,7,2024-07-24 00:00:23
JOE/USDT,0.3928,2024-07-23 00:23:37,0.4,2024-07-23 02:02:40,0.3929,2024-07-23 00:00:00,2.04,2.01,Profit Reached,1,2024-07-23 02:02:40
ADA/USDT,0.4252,2024-07-23 00:26:32,0.41,2024-07-24 00:00:23,0.4262,2024-07-23 00:00:00,-3.72,-3.94,Candles Exceeded,7,2024-07-24 00:00:23
ZIL/USDT,0.01735,2024-07-23 00:26:48,0.02,2024-07-23 02:42:44,0.01737,2024-07-23 00:00:00,2.13,2.01,Profit Reached,1,2024-07-23 02:42:44
FTM/USDT,0.5086,2024-07-23 00:27:04,0.49,2024-07-24 00:00:23,0.5089,2024-07-23 00:00:00,-3.78,-3.83,Candles Exceeded,7,2024-07-24 00:00:23
FUN/USDT,0.003724,2024-07-23 00:27:13,0.0,2024-07-24 00:00:23,0.003736,2024-07-23 00:00:00,-4.51,-4.82,Candles Exceeded,7,2024-07-24 00:00:23
RVN/USDT,0.01945,2024-07-23 00:27:16,0.02,2024-07-23 02:05:23,0.0195,2024-07-23 00:00:00,2.31,2.05,Profit Reached,1,2024-07-23 02:05:23
CTXC/USDT,0.1537,2024-07-23 00:27:21,0.16,2024-07-23 01:35:57,0.1538,2024-07-23 00:00:00,2.08,2.02,Profit Reached,1,2024-07-23 01:35:57
LSK/USDT,1.039,2024-07-23 00:27:29,1.0,2024-07-24 00:00:23,1.04,2024-07-23 00:00:00,-3.27,-3.37,Candles Exceeded,7,2024-07-24 00:00:23
KNC/USDT,0.5409,2024-07-23 00:27:46,0.53,2024-07-24 00:00:23,0.5423,2024-07-23 00:00:00,-1.89,-2.14,Candles Exceeded,7,2024-07-24 00:00:23
SNX/USDT,1.813,2024-07-23 00:27:52,1.85,2024-07-23 01:24:07,1.814,2024-07-23 00:00:00,2.1,2.04,Profit Reached,1,2024-07-23 01:24:07
TRB/USDT,73.56,2024-07-23 00:28:12,75.15,2024-07-23 01:13:14,73.57,2024-07-23 00:00:00,2.16,2.15,Profit Reached,1,2024-07-23 01:13:14
GRT/USDT,0.2064,2024-07-23 00:28:43,0.2,2024-07-24 00:00:23,0.2065,2024-07-23 00:00:00,-4.07,-4.12,Candles Exceeded,7,2024-07-24 00:00:23
REEF/USDT,0.001471,2024-07-23 00:28:48,0.0,2024-07-23 01:24:49,0.001477,2024-07-23 00:00:00,2.58,2.17,Profit Reached,1,2024-07-23 01:24:49
PHA/USDT,0.1289,2024-07-23 00:29:22,0.13,2024-07-23 01:19:50,0.1292,2024-07-23 00:00:00,2.33,2.09,Profit Reached,1,2024-07-23 01:19:50
SXP/USDT,0.2586,2024-07-23 00:34:35,0.25,2024-07-24 00:00:23,0.2587,2024-07-23 00:00:00,-1.7,-1.74,Candles Exceeded,7,2024-07-24 00:00:23
SNX/USDT,1.809,2024-07-23 03:25:48,1.77,2024-07-24 00:00:23,1.814,2024-07-23 00:00:00,-2.27,-2.54,Candles Exceeded,7,2024-07-24 00:00:23
ALGO/USDT,0.1509,2024-07-23 04:00:08,0.14,2024-07-24 04:00:44,0.151,2024-07-23 04:00:00,-4.97,-5.03,Candles Exceeded,7,2024-07-24 04:00:44
NKN/USDT,0.0793,2024-07-23 04:00:20,0.08,2024-07-23 09:35:32,0.0794,2024-07-23 04:00:00,2.14,2.02,Profit Reached,2,2024-07-23 09:35:32
BCH/USDT,381.1,2024-07-23 04:00:26,368.8,2024-07-24 04:00:44,381.6,2024-07-23 04:00:00,-3.23,-3.35,Candles Exceeded,7,2024-07-24 04:00:44
OGN/USDT,0.0984,2024-07-23 04:00:31,0.1,2024-07-23 14:45:47,0.0986,2024-07-23 04:00:00,2.24,2.03,Profit Reached,3,2024-07-23 14:45:47
STMX/USDT,0.005486,2024-07-23 04:00:47,0.01,2024-07-23 06:34:22,0.005493,2024-07-23 04:00:00,3.52,3.39,Profit Reached,1,2024-07-23 06:34:22
DGB/USDT,0.00808,2024-07-23 04:00:55,0.01,2024-07-24 04:00:44,0.0081,2024-07-23 04:00:00,-7.8,-8.02,Candles Exceeded,7,2024-07-24 04:00:44
MANA/USDT,0.3474,2024-07-23 04:00:59,0.33,2024-07-24 04:00:44,0.3477,2024-07-23 04:00:00,-4.38,-4.46,Candles Exceeded,7,2024-07-24 04:00:44
JST/USDT,0.0289,2024-07-23 04:01:05,0.03,2024-07-24 04:00:44,0.02891,2024-07-23 04:00:00,-1.14,-1.18,Candles Exceeded,7,2024-07-24 04:00:44
LUNA/USDT,0.4323,2024-07-23 04:01:09,0.42,2024-07-24 04:00:44,0.4326,2024-07-23 04:00:00,-3.35,-3.42,Candles Exceeded,7,2024-07-24 04:00:44
SUSHI/USDT,0.727,2024-07-23 04:01:13,0.7,2024-07-24 04:00:44,0.729,2024-07-23 04:00:00,-3.58,-3.84,Candles Exceeded,7,2024-07-24 04:00:44
BEL/USDT,0.5678,2024-07-23 04:01:18,0.58,2024-07-23 05:03:28,0.5682,2024-07-23 04:00:00,2.52,2.45,Profit Reached,1,2024-07-23 05:03:28
AVAX/USDT,32.08,2024-07-23 04:01:25,28.97,2024-07-24 04:00:44,32.1,2024-07-23 04:00:00,-9.69,-9.75,Candles Exceeded,7,2024-07-24 04:00:44
AAVE/USDT,94.72,2024-07-23 04:01:31,93.73,2024-07-24 04:00:44,94.8,2024-07-23 04:00:00,-1.05,-1.13,Candles Exceeded,7,2024-07-24 04:00:44
INJ/USDT,25.8,2024-07-23 04:01:33,24.35,2024-07-24 04:00:44,25.82,2024-07-23 04:00:00,-5.62,-5.69,Candles Exceeded,7,2024-07-24 04:00:44
REEF/USDT,0.001486,2024-07-23 04:01:49,0.0,2024-07-24 04:00:44,0.001487,2024-07-23 04:00:00,-1.95,-2.02,Candles Exceeded,7,2024-07-24 04:00:44
TWT/USDT,1.0312,2024-07-23 04:01:55,1.0,2024-07-24 04:00:44,1.0324,2024-07-23 04:00:00,-2.68,-2.79,Candles Exceeded,7,2024-07-24 04:00:44
TLM/USDT,0.01254,2024-07-23 04:02:11,0.01,2024-07-24 04:00:44,0.01255,2024-07-23 04:00:00,-4.23,-4.3,Candles Exceeded,7,2024-07-24 04:00:44
BAKE/USDT,0.2743,2024-07-23 04:02:15,0.26,2024-07-24 04:00:44,0.2746,2024-07-23 04:00:00,-5.32,-5.43,Candles Exceeded,7,2024-07-24 04:00:44
SCRT/USDT,0.2799,2024-07-23 04:03:38,0.27,2024-07-24 04:00:44,0.2807,2024-07-23 04:00:00,-2.54,-2.81,Candles Exceeded,7,2024-07-24 04:00:44
LUNC/USDT,8.882e-05,2024-07-23 04:04:00,0.0,2024-07-24 04:00:44,8.9e-05,2024-07-23 04:00:00,-4.19,-4.38,Candles Exceeded,7,2024-07-24 04:00:44
AMB/USDT,0.00645,2024-07-23 04:04:23,0.01,2024-07-24 04:00:44,0.00646,2024-07-23 04:00:00,-6.82,-6.97,Candles Exceeded,7,2024-07-24 04:00:44
EDU/USDT,0.7191,2024-07-23 04:04:39,0.72,2024-07-24 04:00:44,0.7201,2024-07-23 04:00:00,0.57,0.43,Candles Exceeded,7,2024-07-24 04:00:44
SNT/USDT,0.02497,2024-07-23 04:04:45,0.02,2024-07-24 04:00:44,0.02504,2024-07-23 04:00:00,-0.8,-1.08,Candles Exceeded,7,2024-07-24 04:00:44
COMBO/USDT,0.5355,2024-07-23 04:04:47,0.5,2024-07-24 04:00:44,0.5358,2024-07-23 04:00:00,-6.46,-6.51,Candles Exceeded,7,2024-07-24 04:00:44
WLD/USDT,2.351,2024-07-23 04:04:53,2.22,2024-07-24 04:00:44,2.36,2024-07-23 04:00:00,-5.66,-6.02,Candles Exceeded,7,2024-07-24 04:00:44
ORDI/USDT,39.81,2024-07-23 04:05:07,37.27,2024-07-24 04:00:44,39.86,2024-07-23 04:00:00,-6.38,-6.5,Candles Exceeded,7,2024-07-24 04:00:44
PIVX/USDT,0.2436,2024-07-23 04:05:10,0.23,2024-07-24 04:00:44,0.2437,2024-07-23 04:00:00,-5.09,-5.13,Candles Exceeded,7,2024-07-24 04:00:44
PORTAL/USDT,0.4233,2024-07-23 04:05:29,0.4,2024-07-24 04:00:44,0.4235,2024-07-23 04:00:00,-5.6,-5.64,Candles Exceeded,7,2024-07-24 04:00:44
BOME/USDT,0.008945,2024-07-23 04:05:37,0.01,2024-07-24 03:59:54,0.008972,2024-07-23 04:00:00,-4.51,-4.79,Candles Exceeded,7,2024-07-24 03:59:54
ENJ/USDT,0.1953,2024-07-23 04:07:20,0.18,2024-07-24 03:59:54,0.1955,2024-07-23 04:00:00,-5.68,-5.78,Candles Exceeded,7,2024-07-24 03:59:54
PHA/USDT,0.1304,2024-07-23 04:09:22,0.12,2024-07-24 03:59:54,0.1305,2024-07-23 04:00:00,-5.06,-5.13,Candles Exceeded,7,2024-07-24 03:59:54
ACH/USDT,0.02429,2024-07-23 04:10:33,0.02,2024-07-23 08:49:09,0.02431,2024-07-23 04:00:00,2.1,2.02,Profit Reached,2,2024-07-23 08:49:09
ZRX/USDT,0.3754,2024-07-23 04:20:35,0.38,2024-07-23 09:05:10,0.3758,2024-07-23 04:00:00,2.13,2.02,Profit Reached,2,2024-07-23 09:05:10
